3783 14124
851 2033 1
190 851 1
804 851 1
721 851 1
851 1189 1
543 851 1
585 851 1
770 851 1
851 1280 1
108 851 1
34 851 1
851 856 1
851 1249 1
607 851 1
851 1049 1
851 1026 1
851 2034 1
40 851 1
851 1135 1
851 1068 1
851 1027 1
851 1056 1
90 851 1
21 851 1
799 851 1
851 1454 1
851 1101 1
812 851 1
851 1880 1
851 2035 1
851 1117 1
851 1035 1
851 2036 1
733 851 1
851 2037 1
851 2038 1
524 851 1
851 1207 1
851 1588 1
851 882 1
81 851 1
851 2039 1
707 851 1
270 851 1
851 2040 1
851 1144 1
214 851 1
116 851 1
541 851 1
851 1209 1
851 1145 1
4 851 1
794 851 1
851 1153 1
730 851 1
277 851 1
1107 1940 1
316 1940 1
1930 1940 1
1506 1940 1
12 1940 1
1808 1940 1
1940 2041 1
1940 2042 1
1360 1940 1
22 1940 1
1940 2043 1
1940 2044 1
386 1940 1
1940 2045 1
1443 1940 1
1940 2046 1
1849 1940 1
1940 2047 1
1940 2048 1
624 1940 1
1940 2049 1
1158 1940 1
1362 1940 1
826 1940 1
1940 2050 1
1447 1940 1
292 1940 1
1940 1998 1
1363 1940 1
1423 1940 1
1940 2051 1
105 1940 1
1940 2052 1
1940 2053 1
1940 2054 1
1940 2055 1
1940 2056 1
983 1940 1
1940 2057 1
1940 2058 1
1940 2059 1
1940 2060 1
507 1940 1
1940 2061 1
1159 1940 1
1940 2062 1
1940 2063 1
1940 2064 1
1869 1940 1
1940 2065 1
1680 1940 1
1940 2066 1
1940 2067 1
1807 1940 1
285 722 1
278 285 1
285 785 1
285 711 1
285 717 1
285 549 1
118 285 1
245 285 1
285 611 1
285 541 1
285 2068 1
285 626 1
285 732 1
285 572 1
285 598 1
155 285 1
285 1049 1
239 285 1
141 285 1
186 285 1
262 285 1
285 1295 1
285 1447 1
285 2069 1
285 688 1
9 285 1
285 1032 1
285 800 1
279 285 1
259 285 1
285 1219 1
285 1022 1
285 1234 1
285 954 1
285 1035 1
285 1328 1
80 285 1
285 770 1
285 1120 1
285 610 1
285 1574 1
285 1314 1
285 1299 1
285 2070 1
222 285 1
285 761 1
285 758 1
285 645 1
285 1450 1
285 1294 1
285 452 1
285 877 1
285 1132 1
285 741 1
285 796 1
285 858 1
51 285 1
285 714 1
285 690 1
12 285 1
175 285 1
285 1324 1
285 777 1
285 574 1
285 775 1
285 2071 1
285 2072 1
285 1205 1
285 840 1
116 285 1
285 2073 1
285 843 1
277 515 1
245 277 1
277 1285 1
277 929 1
277 795 1
277 733 1
277 1234 1
277 420 1
277 2074 1
277 713 1
277 688 1
277 758 1
259 277 1
277 690 1
277 605 1
277 411 1
172 277 1
260 277 1
277 1214 1
101 277 1
277 719 1
43 277 1
277 2075 1
277 763 1
277 848 1
277 1284 1
277 1675 1
277 550 1
277 350 1
80 277 1
263 277 1
277 610 1
81 277 1
277 1105 1
277 527 1
118 277 1
277 681 1
277 811 1
277 778 1
277 2076 1
277 2077 1
277 711 1
217 277 1
277 819 1
277 2078 1
277 1121 1
277 835 1
277 1865 1
226 277 1
277 862 1
277 710 1
277 2079 1
277 789 1
277 2080 1
277 769 1
277 2081 1
277 1153 1
243 277 1
277 744 1
254 277 1
277 1152 1
277 1569 1
277 775 1
277 881 1
27 277 1
277 1039 1
277 451 1
277 541 1
277 1508 1
127 277 1
277 876 1
277 1132 1
277 611 1
277 2082 1
276 277 1
277 1196 1
277 1469 1
277 2083 1
277 877 1
277 374 1
277 618 1
277 676 1
9 277 1
277 685 1
277 1044 1
277 1031 1
277 543 1
277 542 1
277 1027 1
277 2001 1
277 854 1
277 732 1
277 858 1
277 800 1
277 1163 1
277 521 1
277 1267 -1
277 1579 -1
277 1239 -1
208 277 -1
277 2084 -1
277 284 -1
277 1960 -1
277 1107 -1
277 844 -1
277 2085 -1
15 277 -1
116 277 -1
277 2086 -1
277 538 -1
277 1240 -1
277 885 -1
134 277 -1
277 1653 -1
277 1172 -1
277 1173 -1
542 707 1
542 1175 1
542 983 1
542 736 1
542 1170 1
22 542 1
222 542 1
530 542 1
542 744 1
542 1727 1
542 543 1
542 580 1
21 542 1
542 572 1
542 550 1
542 1017 1
175 542 1
9 542 1
542 1216 1
542 1291 1
542 1452 1
84 542 1
350 542 1
542 889 1
80 542 1
81 542 1
542 839 1
542 779 1
542 775 1
542 2087 1
154 542 1
542 811 1
542 1928 1
542 623 1
542 2088 1
542 1132 1
525 542 1
542 636 1
542 547 1
542 1234 1
541 542 1
542 692 1
542 1479 1
14 542 1
329 542 1
542 1812 1
542 592 1
534 542 1
542 561 1
542 2089 1
403 542 1
542 585 -1
542 1027 -1
239 542 -1
542 676 1
542 638 1
611 732 1
245 732 1
541 732 1
732 736 1
732 1313 1
732 744 1
374 732 1
732 1295 1
80 732 1
732 770 1
717 732 1
623 732 1
265 732 1
732 2090 1
520 732 1
270 732 1
481 732 1
610 732 1
692 732 1
732 779 1
554 732 1
732 1180 1
732 823 1
530 732 1
732 1447 1
732 1003 1
590 732 1
40 732 1
732 1009 1
732 1044 1
732 771 1
732 2091 1
571 732 1
536 732 1
175 732 1
732 2092 1
599 732 1
714 732 1
732 820 1
732 2093 1
9 732 1
732 868 1
588 732 1
116 732 1
517 732 1
278 732 1
522 732 1
732 775 1
710 732 1
732 1189 1
732 957 1
732 1318 1
628 732 1
732 1233 1
732 2094 1
732 2095 1
677 732 1
732 1998 1
732 1017 1
732 944 1
732 1472 1
635 732 1
732 1697 1
732 2096 1
705 732 -1
877 1207 1
352 877 1
541 877 1
877 1121 1
9 877 1
877 1508 1
877 1284 1
877 1561 1
736 877 1
19 877 1
196 877 1
877 1265 1
870 877 1
611 877 1
775 877 1
243 877 1
620 877 1
877 1223 1
877 2097 1
877 2098 1
877 2099 1
877 1405 1
877 2100 1
877 1560 1
688 877 1
877 1424 1
80 877 1
877 2101 1
725 877 1
753 877 1
877 933 1
190 877 1
877 1914 1
877 2102 1
21 877 1
877 1576 1
717 877 1
208 877 1
103 877 1
722 877 1
770 877 1
794 877 1
515 877 1
706 877 1
110 877 1
789 877 1
877 2103 1
877 2104 1
43 877 1
800 877 1
877 1271 1
264 877 1
877 1302 1
877 2105 1
877 2072 1
795 877 1
636 877 1
813 877 1
343 877 1
175 877 1
615 877 1
284 877 1
877 956 1
397 877 1
877 2106 1
877 1535 1
877 1457 1
293 877 1
122 877 1
127 877 1
877 1321 1
877 2107 1
877 1470 1
877 2108 1
132 877 1
877 1460 1
877 1482 1
638 877 1
628 877 1
877 2109 1
877 2110 1
84 877 1
877 961 1
346 877 1
351 877 1
877 1545 1
350 877 1
877 1891 1
877 1416 1
633 877 1
877 949 1
621 877 1
877 1880 1
877 1486 1
877 1159 1
531 877 1
877 2111 1
877 1981 1
877 2112 1
877 2113 1
877 2114 1
877 1163 1
877 1239 1
877 1231 1
785 877 1
877 2115 1
877 2116 1
27 877 1
877 1471 1
877 2117 1
302 877 1
877 1680 1
877 1540 1
877 1419 1
45 877 1
877 1546 1
877 1867 1
580 877 1
590 877 -1
877 885 -1
717 2118 1
717 1017 1
717 729 1
717 1175 1
185 717 1
186 717 1
717 840 1
717 1522 1
717 2119 1
717 763 1
717 744 1
717 1070 1
611 717 1
707 717 1
80 717 1
717 832 1
717 2120 1
717 1187 1
717 2121 1
16 717 1
717 1314 1
717 1312 1
717 1010 1
155 717 1
717 775 1
118 717 1
572 717 1
711 717 1
717 1910 1
717 770 1
717 1511 1
717 2122 1
85 717 1
175 717 1
86 717 1
717 1285 1
19 717 1
717 2123 1
717 753 1
717 889 1
717 1049 1
717 1580 1
717 2124 1
423 717 1
524 717 1
55 717 1
270 717 1
717 785 1
40 717 1
182 717 1
190 717 1
717 1057 1
717 879 1
259 717 1
717 795 1
193 717 1
717 722 1
717 1586 1
717 2125 1
692 717 1
717 1014 1
46 1135 1
46 2126 1
46 605 1
46 1700 1
46 1702 1
46 1706 1
46 2127 1
46 2128 1
46 1715 1
46 805 1
46 584 1
46 56 1
46 583 1
46 585 1
46 1726 1
46 936 1
46 262 1
46 1712 1
46 1698 1
46 1179 1
46 1724 1
46 540 1
46 2129 1
46 1575 1
46 333 1
46 306 1
46 1899 1
46 523 1
46 1329 1
46 1727 1
46 588 1
46 2130 1
39 46 1
46 1308 1
46 132 1
46 396 1
46 1785 1
46 158 1
46 2131 1
46 609 1
46 163 1
46 1736 1
46 1703 1
46 1725 1
46 1739 1
46 1424 1
46 1578 1
46 1612 1
46 103 1
46 2132 1
46 294 1
46 628 1
46 283 1
46 2133 1
46 1328 1
46 2134 1
46 272 1
46 1396 1
36 46 1
46 2135 1
46 135 1
46 529 1
46 2136 1
46 1855 1
46 891 1
46 1411 1
46 1486 1
46 1397 1
46 2137 1
46 2138 1
46 146 1
46 2139 1
46 1680 1
46 572 -1
46 1794 1
46 2140 1
46 1710 1
46 2141 -1
46 1190 -1
46 1134 -1
46 1807 -1
46 1033 -1
46 1660 -1
40 744 1
744 2142 1
744 1027 1
744 779 1
541 744 1
259 744 1
744 2124 1
182 744 1
744 1584 1
744 2143 1
744 862 1
719 744 1
572 744 1
744 2144 1
80 744 1
239 744 1
185 744 1
82 744 1
187 744 1
744 819 1
744 1022 1
744 2145 1
729 744 1
41 744 1
350 744 1
711 744 1
155 744 1
540 744 1
744 1447 1
744 1314 1
744 1047 1
637 744 1
543 744 1
141 744 1
524 744 1
744 1101 1
744 763 1
733 744 1
16 744 1
744 2146 1
423 744 1
744 799 1
744 2147 1
744 1099 1
744 1033 1
744 1057 1
193 744 1
710 744 1
744 775 1
744 929 1
208 744 1
728 744 1
744 812 1
721 744 1
744 1011 1
744 753 1
190 744 1
744 2102 1
626 744 1
744 2148 1
9 744 -1
664 744 1
744 1463 1
744 1102 1
245 744 1
744 992 -1
22 1107 1
22 49 1
22 1623 1
12 22 1
22 519 1
22 521 1
22 2149 1
22 2150 1
22 539 1
22 1001 1
22 530 1
22 531 1
22 678 1
22 28 1
22 623 1
22 2151 1
22 552 1
22 2152 1
22 582 1
22 51 1
22 2153 1
22 2011 1
22 532 1
22 73 1
22 330 1
22 137 1
22 592 1
22 2154 1
22 2155 1
22 2156 1
22 535 1
22 536 1
22 68 1
22 2157 1
22 702 1
22 887 1
22 2158 1
22 1163 1
22 522 1
22 969 1
22 638 1
22 525 1
22 1443 -1
22 2159 -1
73 1807 1
73 2086 1
49 73 1
73 2160 1
73 110 1
73 135 1
73 959 1
73 2161 1
73 1290 1
73 954 1
73 288 1
73 2162 1
73 1899 1
73 543 1
73 521 1
15 73 1
73 98 1
73 1928 1
73 546 1
73 2163 1
73 2164 1
73 1671 1
73 1433 1
73 331 1
73 306 1
9 73 1
73 2165 1
73 2166 1
73 1575 1
73 2072 1
73 275 1
73 2167 1
73 283 1
73 2168 1
73 152 1
73 638 1
73 298 1
73 293 1
73 1861 1
73 1863 1
73 294 1
73 2169 1
73 2170 1
73 2171 1
73 97 1
73 2172 1
73 2173 1
39 73 1
73 332 1
73 2174 1
73 1806 1
73 2175 1
73 282 1
73 2176 1
73 2177 1
73 587 1
73 2178 1
73 557 1
73 2179 1
73 2180 1
73 291 1
73 2181 1
73 591 1
73 522 1
73 627 1
73 125 1
73 1700 1
73 2126 1
73 1960 -1
73 2182 -1
558 1559 1
558 2183 1
558 2184 1
558 911 1
558 933 1
558 636 1
558 1486 1
558 1660 1
558 1896 1
558 1295 1
134 558 1
558 621 1
374 558 1
558 2185 1
558 2186 1
558 1360 1
558 1539 1
529 558 1
557 558 1
52 558 1
558 2100 1
558 1432 1
556 558 1
558 2187 1
558 2188 1
386 558 1
558 2189 1
558 771 1
558 1052 1
558 628 1
520 558 1
558 1205 1
132 558 1
558 1423 1
558 988 1
137 558 1
558 1867 1
558 593 1
558 2190 1
558 2191 1
558 1159 1
558 2192 1
558 2193 1
558 2194 1
558 646 1
558 580 1
534 558 1
558 2195 1
558 2196 1
382 558 1
558 1107 1
558 885 -1
536 537 1
536 797 1
536 541 1
536 543 1
536 1973 1
15 536 1
536 621 1
536 539 1
536 1143 1
118 536 1
536 707 1
536 1039 1
536 2197 1
536 1179 1
536 2198 1
536 600 1
97 536 1
536 952 1
152 536 1
536 2199 1
536 1312 1
536 1324 1
536 2200 1
9 536 1
159 536 1
318 536 1
536 710 1
121 536 1
525 536 1
536 638 1
536 1409 1
536 2201 1
132 536 1
529 536 1
536 1390 1
536 2202 1
536 1545 1
134 536 1
536 1546 1
374 536 1
536 1946 1
536 2203 1
536 1241 1
536 2204 1
536 2205 1
536 2206 1
536 2207 1
536 1094 1
536 1977 1
536 2208 1
536 599 1
536 2209 1
536 1429 1
536 1945 1
518 536 1
536 2210 1
536 1997 1
536 1987 1
403 536 1
536 580 1
536 2211 1
536 604 1
52 536 1
536 2212 1
536 2213 1
536 2214 1
536 693 1
536 2215 1
536 2216 1
1163 1190 1
848 1163 1
865 1163 1
541 1163 1
1163 1234 1
116 1163 1
1163 1674 1
1163 1445 1
9 1163 1
522 1163 1
232 1163 1
262 1163 1
1132 1163 1
876 1163 1
823 1163 1
1163 1196 1
690 1163 1
1163 2217 1
1163 2009 1
761 1163 1
529 1163 1
598 1163 1
547 1163 1
1163 2083 1
1163 1595 1
840 1163 1
1163 1241 1
588 1163 1
954 1163 1
374 1163 1
1163 1304 1
56 1163 1
1163 1472 1
1163 1528 1
137 1163 1
922 1163 1
517 1163 1
620 1163 1
636 1163 1
657 1163 1
12 1163 1
1163 1328 1
775 1163 1
270 1163 1
1163 1303 1
175 1163 1
1163 2218 1
1163 2123 1
1163 1189 1
525 1163 1
350 1163 1
14 1163 1
1022 1163 1
1100 1163 1
1024 1163 1
1163 1359 1
1163 1222 1
543 1163 1
1163 1535 1
1163 1239 -1
350 2158 1
350 1975 1
350 1674 1
350 2219 1
350 522 1
134 350 1
21 350 1
350 550 1
350 841 1
350 1361 1
350 1486 1
350 2220 1
350 596 1
350 2221 1
350 645 1
138 350 1
350 1925 1
80 350 1
350 610 1
9 350 1
350 2222 1
350 1584 1
23 350 1
350 753 1
222 350 1
162 350 1
350 823 1
350 541 1
350 572 1
350 1177 1
350 460 1
350 990 1
350 775 1
350 516 1
350 2223 1
350 611 1
350 2073 1
350 626 1
350 529 1
350 1399 1
15 350 1
338 350 1
350 374 1
350 618 1
350 560 1
141 350 1
350 1445 1
350 556 1
350 1819 1
350 2224 1
350 386 1
350 648 1
350 521 1
350 2225 1
350 915 1
350 2226 1
350 2227 1
350 992 1
350 943 1
350 580 1
350 561 1
350 630 1
350 2195 1
350 519 1
350 1500 -1
350 896 -1
541 611 1
116 611 1
611 1284 1
69 611 1
611 843 1
573 611 1
95 611 1
611 1234 1
610 611 1
175 611 1
9 611 1
611 779 1
262 611 1
611 1567 1
611 733 1
14 611 1
611 1300 1
611 1022 1
611 1225 1
611 1701 1
611 1027 1
540 611 1
80 611 1
611 785 1
222 611 1
40 611 1
611 2022 1
611 770 1
515 611 1
546 611 1
611 769 1
611 1271 1
611 2228 1
611 2072 1
453 611 1
611 2229 1
270 611 1
572 611 1
460 611 1
611 2074 1
588 611 1
611 823 1
611 2230 1
611 2231 1
598 611 1
130 611 1
343 611 1
611 1398 1
374 611 1
611 645 1
547 611 1
611 1988 1
611 2232 1
397 611 1
611 1669 1
611 1318 1
284 611 1
611 2233 1
611 2234 1
611 1322 1
611 636 1
127 611 -1
611 2235 1
611 618 1
611 1513 1
611 1845 1
611 2236 1
611 1160 1
611 1184 1
306 611 1
611 1222 1
51 611 -1
611 2237 -1
611 1229 -1
611 2238 -1
611 1948 -1
611 1250 -1
611 1251 -1
611 1253 -1
611 1252 -1
611 885 -1
611 1240 -1
611 2239 -1
611 705 -1
611 1220 -1
611 2071 -1
611 1270 -1
611 1272 -1
611 1273 -1
611 1274 -1
611 1275 -1
611 1276 -1
52 2240 1
52 580 1
52 360 1
52 1819 1
52 2226 1
52 1973 1
52 671 1
52 2241 1
52 1359 1
52 2242 1
52 621 1
52 857 1
52 917 1
52 155 1
52 779 1
52 2243 1
52 2244 1
52 2245 1
52 658 1
52 941 1
52 2153 1
52 987 1
52 1994 1
52 771 1
52 80 1
52 608 1
52 1027 1
52 130 1
52 797 1
52 568 1
52 2246 1
52 1813 1
52 1487 1
49 52 1
52 598 1
52 889 1
52 403 1
52 518 1
52 995 1
52 545 1
52 1395 1
52 696 1
52 2247 1
52 2066 1
580 1423 1
580 1560 1
580 2248 1
528 580 1
529 580 1
557 580 1
531 580 1
580 909 1
580 2114 1
580 632 1
580 1121 1
580 933 1
138 580 1
580 970 1
580 1316 1
49 580 1
580 731 1
580 832 1
580 870 1
580 1308 1
580 2249 1
580 1981 1
580 822 1
580 2250 1
580 656 1
580 1492 1
580 2251 1
580 944 1
580 1499 1
580 1453 1
580 1429 1
580 1835 1
580 2252 1
580 969 1
580 1501 1
580 1836 1
580 2253 1
580 1840 1
580 1154 1
151 580 1
580 2254 1
580 2255 1
580 661 1
580 2256 1
580 1814 1
580 895 1
580 1815 1
580 687 1
580 1741 1
580 901 1
580 916 1
579 580 1
580 604 1
580 1443 -1
580 2153 1
580 1462 1
580 930 1
580 1000 1
580 2257 1
580 2258 1
12 580 1
580 2259 1
555 580 -1
580 2260 -1
580 2261 -1
580 2262 -1
580 2263 -1
512 580 -1
815 1072 1
1020 1072 1
258 1072 1
1072 2264 1
1072 2265 1
278 1072 1
1072 1323 1
1072 2266 1
1072 1613 1
1072 1645 1
1072 1605 1
586 1072 1
1072 2267 1
272 1072 1
1072 2268 1
1072 1628 1
1072 2269 1
1072 2270 1
803 1072 1
729 1072 1
452 1072 1
1072 1920 1
1072 1103 1
1072 2271 1
1072 2272 1
1072 1604 1
1072 2273 1
1072 2274 1
242 1072 1
861 1072 1
1072 1664 1
1072 2275 1
269 1072 1
1072 1639 1
1072 1646 1
1072 2276 1
1072 1621 1
1072 1627 1
1072 1610 1
1072 1469 1
1072 1606 1
1072 2277 1
1072 2008 1
1072 2278 1
257 1072 1
27 1072 1
1072 1508 1
1072 1269 -1
1072 1654 1
1072 1658 1
309 1072 1
1072 2279 1
1072 2280 1
1072 1074 1
1072 2281 1
1072 2282 1
1072 1642 1
541 1072 1
456 1072 1
988 1072 -1
134 543 1
521 543 1
522 543 1
543 591 1
530 543 1
543 749 1
543 557 1
9 543 1
80 543 1
543 771 1
543 1049 1
543 1189 1
543 1361 1
543 1284 1
543 621 1
543 763 1
302 543 1
132 543 1
529 543 1
543 592 1
543 559 1
543 626 1
543 1250 -1
543 1252 -1
543 1253 -1
543 885 -1
889 1486 1
382 1486 1
374 1486 1
522 1486 1
962 1486 1
1159 1486 1
1486 1941 1
1486 2283 1
49 1486 1
1460 1486 1
1486 2099 1
621 1486 1
1447 1486 1
1486 2284 1
134 1486 1
1486 2203 1
360 1486 1
1486 2285 1
1486 2205 1
592 1486 1
137 1486 1
1486 1891 1
651 1486 1
1486 2286 1
1135 1486 1
356 1486 1
85 1486 1
636 1486 1
1486 2287 1
1485 1486 1
1486 2288 1
1486 1559 1
1486 2289 1
1486 2290 1
1486 1547 1
930 1486 1
1486 2291 1
1486 1549 1
1486 1684 1
1486 1870 1
12 1486 1
899 1486 1
640 1486 1
1486 2292 1
561 1486 1
971 1486 1
1486 1835 1
943 1486 1
1486 2154 1
1486 2293 1
630 1486 1
1486 2294 1
1486 2295 1
1486 2296 1
885 1486 -1
729 779 1
617 779 1
154 779 1
779 1027 1
770 779 1
779 1047 1
753 779 1
541 779 1
779 820 1
779 1049 1
190 779 1
779 812 1
779 825 1
571 779 1
779 1120 1
779 1070 1
779 785 1
688 779 1
779 1135 1
779 1511 1
86 779 1
420 779 1
186 779 1
779 2297 1
779 806 1
118 779 1
736 779 1
779 1920 1
779 1101 1
723 779 1
410 779 1
779 1057 1
779 1186 1
779 2298 1
779 879 1
779 1099 1
779 2020 1
196 779 1
34 779 1
130 779 1
237 779 1
779 821 1
198 779 1
588 779 1
778 779 1
208 779 1
434 779 1
618 779 1
779 2299 1
779 2300 1
549 779 1
222 779 1
779 1102 -1
182 779 -1
1680 2301 1
857 1680 1
1488 1680 1
1223 1680 1
39 1680 1
925 1680 1
374 1680 1
594 1680 1
1680 2302 1
134 1680 1
1680 2284 1
1680 1849 1
116 1680 1
1154 1680 1
1680 2303 1
1680 2225 1
1680 1819 1
1492 1680 1
1680 2304 1
1680 1813 1
1680 2305 1
1680 2306 1
244 1680 1
127 1680 1
1680 2307 1
1482 1680 1
1321 1680 1
1680 2308 1
1538 1680 1
1680 2108 1
1561 1680 1
520 1680 1
677 1680 1
1680 2309 1
1680 2100 1
355 1680 1
1680 2041 1
1431 1680 1
1680 2186 1
1680 2310 1
1680 2311 1
826 1680 1
1680 2312 1
1680 2005 1
1680 2313 1
1680 2314 1
1680 1932 1
1680 2315 1
947 1680 1
1680 2316 1
1680 2317 1
1680 2318 1
679 1680 1
569 1680 1
1680 2319 1
539 1680 1
1680 2320 1
1680 2321 1
134 529 1
270 529 1
529 1474 1
529 1179 1
529 2322 1
529 2209 1
127 529 1
529 638 1
529 530 1
529 575 1
529 1563 1
529 610 1
529 616 1
529 775 1
529 2323 1
259 529 1
529 541 1
529 1222 1
529 1305 1
529 615 1
529 813 1
529 554 1
516 529 1
529 1807 1
529 2106 1
529 1245 1
529 2107 1
529 2324 1
529 1539 1
520 529 1
529 2325 1
529 1197 1
529 1562 1
529 626 1
529 628 1
529 1189 1
137 529 1
529 951 1
529 1410 1
529 591 1
529 811 1
529 1297 1
130 529 1
529 2109 1
529 2326 1
529 618 1
529 1864 1
529 1413 1
529 1516 1
529 2327 1
529 1239 1
529 1673 1
529 843 1
529 2328 1
529 623 1
529 1004 1
529 2329 1
529 880 1
529 1244 1
529 2309 1
481 529 1
529 635 1
529 1388 -1
529 1660 -1
529 2219 -1
520 590 1
520 677 1
520 541 1
520 1239 1
520 1231 1
520 2234 1
26 520 1
520 880 1
520 857 1
520 1543 1
520 848 1
520 955 1
520 1284 1
520 1052 1
297 520 1
520 823 1
124 520 1
374 520 1
520 547 1
520 573 1
520 626 1
520 1308 1
520 1535 1
84 520 1
520 2330 1
520 1100 1
520 911 1
520 1537 1
270 520 1
292 520 1
302 520 1
520 951 1
520 2331 1
520 1196 1
520 1555 1
520 1228 1
520 1482 1
520 2332 1
357 520 1
317 520 1
520 2333 1
520 959 1
520 1539 1
520 1538 1
520 1321 1
520 627 1
520 1305 1
520 1969 1
520 1939 1
520 2334 1
134 520 -1
858 1250 1
858 1251 1
858 1252 1
858 1253 1
858 885 1
245 858 1
758 858 1
858 2335 1
858 1804 1
80 858 1
785 858 1
858 1035 1
530 858 1
681 858 1
719 858 1
690 858 1
263 858 1
858 1234 1
262 858 1
858 1185 1
858 2336 1
858 1070 1
540 858 1
571 858 1
858 1175 1
711 858 1
638 858 1
858 1328 1
176 858 1
858 2023 1
572 858 1
823 858 1
69 858 1
769 858 1
858 2337 1
858 1044 1
858 2338 1
858 1920 1
858 1160 1
858 1229 -1
858 2339 -1
715 858 -1
777 858 -1
541 858 -1
858 2340 -1
539 676 1
539 1429 1
539 915 1
535 539 1
537 539 1
539 1444 1
539 2089 1
538 539 1
51 539 1
56 539 1
539 1443 1
539 1447 1
539 1488 1
539 641 1
539 2341 1
518 539 1
539 678 1
539 749 1
539 618 1
539 1492 1
539 1494 1
539 2342 1
539 1485 1
539 2251 1
539 2343 1
539 2151 1
539 992 1
539 916 1
49 539 1
403 539 1
539 901 1
539 585 -1
539 675 1
539 699 1
539 702 1
539 545 1
534 539 1
539 578 1
539 988 -1
1806 2344 1
1806 2000 1
530 1806 1
1806 2345 1
1806 2346 1
1806 2303 1
93 1806 1
1806 2347 1
1806 1807 1
1806 2348 1
681 1806 1
1806 2349 1
623 1806 1
1806 2350 1
1806 2128 1
1806 2351 1
1806 2317 1
1019 1806 1
1297 1806 1
262 1806 1
870 1806 1
1806 2352 1
1806 2024 1
588 1806 1
1806 2353 1
1329 1806 1
1806 2354 1
1806 2355 1
1424 1806 -1
1806 2356 1
1806 2015 1
1806 2357 1
1806 2358 1
1806 2359 1
76 1806 1
557 1806 -1
230 719 1
719 2360 1
719 1327 1
719 2361 1
515 719 1
719 1445 1
43 719 1
719 862 1
374 719 1
541 719 1
245 719 1
719 762 1
719 2362 1
719 1143 1
710 719 1
719 2363 1
9 719 1
719 2040 1
532 719 1
719 763 1
549 719 1
719 758 1
719 1121 1
719 782 1
719 1153 1
554 719 1
719 2364 1
39 1892 1
39 1960 1
39 2365 1
39 2170 1
39 1443 1
39 931 1
39 918 1
39 306 1
39 2366 1
39 1902 1
39 298 1
39 2367 1
39 2135 1
39 2181 1
39 361 1
39 2368 1
39 2369 1
39 2370 1
39 143 1
39 941 1
39 2371 1
39 2372 1
39 300 1
39 324 1
39 2373 1
15 39 1
39 135 1
39 1873 1
39 891 1
39 632 1
39 235 1
8 39 1
39 2374 1
39 1906 1
39 354 1
39 1205 1
39 137 1
39 2375 1
39 556 1
39 2376 1
39 638 1
39 2377 1
39 2378 1
39 2379 1
39 396 1
39 561 1
39 970 1
39 2380 1
39 559 1
39 2381 1
39 1908 1
39 2382 1
39 959 1
39 2383 1
39 1260 1
80 186 1
80 1567 1
80 85 1
80 1049 1
80 2384 1
80 2385 1
80 753 1
80 185 1
80 707 1
80 2093 1
80 1009 1
40 80 1
80 832 1
80 2386 1
80 572 1
80 1026 1
80 1185 1
80 840 1
80 710 1
80 2297 1
11 80 1
80 168 1
80 411 1
80 1047 1
80 524 1
80 795 1
80 549 1
80 1521 1
80 203 1
80 763 1
80 155 1
80 158 1
80 160 1
80 540 1
80 240 1
80 423 1
80 175 1
80 610 1
80 161 1
80 2387 1
80 771 1
80 2388 1
80 514 1
80 612 1
80 1701 1
80 2389 1
80 2390 1
80 88 1
80 1518 1
26 80 1
80 2119 1
80 550 1
80 2013 1
16 80 1
80 2391 1
80 2392 1
80 617 1
80 929 1
80 2393 1
80 1552 1
80 2394 1
80 1886 1
80 2395 1
80 2396 1
80 1090 -1
80 1089 -1
80 1071 -1
80 1092 -1
80 1035 1
80 688 1
80 1513 1
80 546 1
21 80 1
80 785 1
80 2397 1
80 618 1
80 1044 1
80 1019 1
80 586 1
80 1249 1
80 585 1
80 1070 1
80 81 1
80 626 1
80 770 1
9 80 1
80 1017 1
80 1543 1
80 1027 1
80 729 1
80 2398 1
80 571 1
80 239 1
80 839 1
80 410 1
80 2158 1
80 2399 -1
80 1108 -1
51 80 -1
80 2400 -1
80 1081 -1
80 530 -1
80 1087 -1
80 1088 -1
80 1086 -1
80 1085 -1
80 1240 -1
80 885 -1
80 702 -1
3 1017 1
1017 1126 1
713 1017 1
771 1017 1
812 1017 1
1017 1299 1
722 1017 1
729 1017 1
1017 1125 1
599 1017 1
1017 1285 1
1017 1120 1
1009 1017 1
572 1017 1
259 1017 1
1017 2123 1
1017 1099 1
1017 2401 1
1017 2402 1
276 1017 1
1014 1017 1
1017 1523 1
1017 2403 1
1017 1060 1
688 1017 1
1017 1056 1
753 1017 1
1017 1360 1
523 584 1
523 1389 1
523 1971 1
134 523 1
523 2346 1
523 1807 1
523 2404 1
523 1388 1
523 2405 1
523 2406 1
523 1428 1
523 888 1
523 1119 1
15 523 1
523 1845 1
523 645 1
523 2407 1
523 578 1
523 632 1
523 959 1
331 523 -1
523 1424 -1
523 1562 -1
523 1443 -1
258 1020 1
1020 2408 1
1020 1644 1
1020 2265 1
1020 2409 1
272 1020 1
1020 1108 1
1020 1323 1
278 1020 1
1020 1074 1
1020 2410 1
861 1020 1
586 1020 1
1020 1600 1
1020 1595 1
1020 1608 1
1020 2411 1
1020 2412 1
1020 1529 1
1012 1020 1
1020 1104 1
1020 2413 1
1020 2025 1
1020 1704 1
1020 2414 1
1020 1043 1
1020 2415 1
1020 1617 1
1020 2416 1
1020 2417 1
1020 2418 1
